Ticket_ID,Issue_Resolution,Issue_Category,Issue_Severity,Support_Channel,Building,City,Position,Country,Tenure_Months,Career_Desc,Division
23190, User Education,Apps,Sev2,Email,HOME OFFICE,,Account Management,SN ,60,IC4,D001710
27206, User Education,Apps,Sev1,Chat,HOME OFFICE,,Relationship Management,IN ,28,IC4,D013158
61320, User Education,Apps,Sev1,Chat,HOME OFFICE,,Support Engineering,RO ,23,IC3,D009260
16836, User Education,Apps,Sev2,Email,HOME OFFICE,,Business Operations,DE ,125,IC5,D014045
18447, User Education,Apps,Sev3,Email,HOME OFFICE,,Licensing,AE ,7,IC4,D002536
75364, User Education,Apps,Sev1,Chat,HOME OFFICE,,Support Delivery,NL ,16,IC3,D008233
31638, User Education,Apps,Sev2,Email,HOME OFFICE,,Support Delivery,NL ,20,IC3,D008233
1976, User Education,Apps,Sev2,Email,HOME OFFICE,,Licensing,IL ,25,IC3,D006908
79517, User Education,Apps,Sev2,Email,HOME OFFICE,,IT Operations,IN ,16,IC4,D013936
33035, User Education,Apps,Sev3,Phone,HOME OFFICE,,Sales Excellence,JP ,111,IC5,D001939
269, User Education,Apps,Sev2,Chat,HOME OFFICE,,Relationship Management,GB ,80,IC5,D010405
69760, User Education,Apps,Sev2,Email,HOME OFFICE,,Software Engineering,CA ,24,MGR3,D008805
22825, User Education,Apps,Sev1,Email,HOME OFFICE,,Account Management,SN ,59,IC4,D001710
12350, User Education,Help,Sev2,Email,HOME OFFICE,,Sales Excellence,NL ,33,IC4,D008233
23974, User Education,Apps,Sev2,Email,HOME OFFICE,,Business Strategy,FR ,241,IC4,D008654
13797, User Education,Apps,Sev2,Phone,HOME OFFICE,,Relationship Management,ZA ,25,IC4,D018171
41050, User Education,Apps,Sev1,Chat,HOME OFFICE,,Technical Delivery,NL ,64,MGR4,D008233
37973, User Education,Apps,Sev1,Chat,MOBILE,,Relationship Management,ZA ,66,IC5,D018171
13589, User Education,Apps,Sev3,Email,HOME OFFICE,,Quality,CN ,28,IC3,D005841
14784, User Education,Apps,Sev2,Email,HOME OFFICE,,Business Operations,GB ,127,IC5,D010405
41438, User Education,Apps,Sev3,Chat,HOME OFFICE,,Relationship Management,AE ,13,IC5,D002536
63966, User Education,Apps,Sev3,Chat,HOME OFFICE,,Technical Delivery,SG ,50,IC5,D009703
7290, User Education,Apps,Sev1,Email,MOBILE,Nairobi,Account Management,KE ,50,IC4,D018108
33542, User Education,Apps,Sev2,Phone,MOBILE,Nashville,Solution Sales,US ,18,IC3,D006433
38978, User Education,Apps,Sev3,Chat,MOBILE,Nashville,Support Delivery,US ,22,IC4,D006433
34996, User Education,Apps,Sev2,Chat,MOBILE,Nashville,Technical Delivery,US ,31,IC3,D006433
46668, User Education,Apps,Sev2,Chat,MOBILE,Nashville,Technical Delivery,US ,28,IC3,D006433
3725, User Education,Apps,Sev2,Phone,B0582,Natick,Retail,US ,37,IC3,D006433
32316, User Education,Apps,Sev2,Chat,B0142,New Delhi,Support Engineering,IN ,14,IC4,D009696
63112, User Education,Apps,Sev3,Chat,B0097,New Delhi,Support Engineering,IN ,28,IC3,D009696
65067, User Education,Apps,Sev2,Email,B0097,New Delhi,Support Engineering,IN ,19,IC2,D009696
70130, User Education,Apps,Sev3,Email,B0142,New Delhi,Support Engineering,IN ,37,MGR2,D009696
71602, User Education,Help,Sev1,Email,MOBILE,New Delhi,Relationship Management,IN ,27,IC3,D013158
47814, User Education,Apps,Sev3,Email,MOBILE,New Delhi,Account Management,IN ,151,IC4,D013158
28788, User Education,Apps,Sev1,Chat,MOBILE,New Delhi,Support Delivery,IN ,36,IC2,D013158
13190, User Education,Apps,Sev1,Chat,MOBILE,New Delhi,Relationship Management,IN ,153,IC4,D013158
37993, User Education,Apps,Sev2,Email,B0032,New Delhi,Software Engineering,IN ,50,IC2,D009696
23835, User Education,Apps,Sev2,Phone,B0097,New Delhi,Support Engineering,IN ,147,IC4,D009696
66094, User Education,Apps,Sev1,Chat,MOBILE,New Delhi,Support Engineering,IN ,136,IC4,D009696
30598, User Education,Apps,Sev1,Chat,MOBILE,New Delhi,Relationship Management,IN ,19,IC3,D013158
29930, User Education,Apps,Sev3,Email,MOBILE,New Delhi,Account Management,IN ,44,IC3,D013158
26419, User Education,Apps,Sev2,Email,MOBILE,New Delhi,Account Management,IN ,76,IC4,D013158
61863, User Education,Apps,Sev1,Chat,MOBILE,New Delhi,Technical Delivery,IN ,20,IC4,D013158
31170, User Education,Apps,Sev3,Email,B0097,New Delhi,Technical Delivery,IN ,15,IC3,D009696
20842, User Education,Apps,Sev1,Chat,MOBILE,New Delhi,Relationship Management,IN ,86,IC3,D010831
4936, User Education,Apps,Sev1,Chat,B0671,New Delhi,Relationship Management,IN ,54,IC3,D010831
62001, User Education,Apps,Sev1,Chat,MOBILE,New Delhi,Account Management,IN ,11,IC4,D013158
43699, User Education,Apps,Sev1,Chat,B0142,New Delhi,Support Engineering,IN ,56,IC2,D009696
34834, User Education,Apps,Sev2,Chat,MOBILE,New Delhi,Relationship Management,IN ,123,MGR3,D010831
35063, User Education,Apps,Sev1,Phone,B0097,New Delhi,Support Engineering,IN ,8,IC2,D009696
6118, User Education,Apps,Sev1,Chat,B0142,New Delhi,Support Engineering,IN ,23,IC2,D009696
21240, User Education,Apps,Sev1,Chat,B0142,New Delhi,Support Engineering,IN ,9,IC3,D009696
3881, User Education,Apps,Sev2,Chat,B0097,New Delhi,Support Engineering,IN ,28,IC2,D009696
77032, User Education,Apps,Sev3,Phone,B0142,New Delhi,Support Engineering,IN ,161,IC4,D009696
27243, User Education,Apps,Sev2,Email,MOBILE,New Delhi,Relationship Management,IN ,30,IC3,D013158
20961, User Education,Apps,Sev1,Chat,B0097,New Delhi,Technical Delivery,IN ,12,IC3,D009696
51074, User Education,Apps,Sev2,Email,B0097,New Delhi,Support Engineering,IN ,25,IC2,D009696
45214, User Education,Apps,Sev3,Chat,MOBILE,New Delhi,Relationship Management,IN ,144,IC4,D013158
73287, User Education,Apps,Sev3,Chat,B0097,New Delhi,Technical Delivery,IN ,12,IC3,D009696
117, User Education,Apps,Sev1,Chat,MOBILE,New Delhi,Relationship Management,IN ,25,IC3,D013158
28277, User Education,Apps,Sev2,Chat,B0097,New Delhi,Support Engineering,IN ,35,IC2,D009696
13996, User Education,Apps,Sev3,Chat,MOBILE,New Delhi,Business Operations,IN ,20,IC2,D005841
463, User Education,Apps,Sev2,Chat,MOBILE,New Delhi,Relationship Management,IN ,33,IC3,D013158
28700, User Education,Apps,Sev2,Phone,MOBILE,New Delhi,Technical Delivery,IN ,55,IC2,D013665
49891, User Education,Apps,Sev3,Email,B0142,New Delhi,Support Engineering,IN ,11,IC3,D009696
24871, User Education,Apps,Sev3,Chat,MOBILE,New Delhi,Business Operations,IN ,149,IC5,D013158
63574, User Education,Apps,Sev1,Chat,MOBILE,New Delhi,Technical Delivery,IN ,20,IC4,D013158
2646, User Education,Apps,Sev1,Chat,MOBILE,New Delhi,Technical Delivery,IN ,39,IC2,D010831
29917, User Education,Apps,Sev3,Chat,MOBILE,New Delhi,Relationship Management,IN ,107,IC4,D013158
25667, User Education,Apps,Sev2,Phone,MOBILE,New Delhi,Relationship Management,IN ,150,IC4,D013158
6347, User Education,Apps,Sev1,Chat,MOBILE,New Delhi,Relationship Management,IN ,121,IC4,D013158
27125, User Education,Apps,Sev2,Chat,MOBILE,New Delhi,Technology Solutions,IN ,27,IC4,D013158
47539, User Education,Apps,Sev2,Email,MOBILE,New Delhi,Licensing,IN ,64,IC4,D013158
57110, User Education,Apps,Sev2,Email,B0142,New Delhi,Support Engineering,IN ,20,IC3,D009696
76262, User Education,Apps,Sev1,Chat,MOBILE,New Delhi,Licensing,IN ,55,IC4,D013158
72918, User Education,Apps,Sev2,Email,MOBILE,New Delhi,Relationship Management,IN ,76,IC4,D013158
58702, User Education,Apps,Sev3,Email,MOBILE,New Delhi,Relationship Management,IN ,63,IC4,D010831
60240, User Education,Apps,Sev3,Email,MOBILE,New Delhi,Licensing,IN ,65,IC4,D013158
52471, User Education,Apps,Sev2,Email,B0097,New Delhi,Business Operations,IN ,152,IC4,D009696
72324, User Education,Apps,Sev3,Email,HOME OFFICE,NEW PROVIDENCE,Support Delivery,US ,178,IC4,D006433
1462,,Apps,Sev2,Chat,B0086,New York,Operations,US ,200,IC4,D006433
59735, User Education,Apps,Sev3,Chat,B0672,New York,Support Engineering,US ,31,IC4,D006433
62106, User Education,Apps,Sev3,Email,B0517,New York,Sales Excellence,US ,147,IC5,D006433
15961, User Education,Apps,Sev2,Email,B0672,New York,Relationship Management,US ,184,IC3,D006433
9377, User Education,Apps,Sev2,Email,MOBILE,New York,Relationship Management,US ,112,IC3,D006433
11697, User Education,Apps,Sev2,Email,B0086,New York,Content Publishing,US ,201,IC4,D006433
76844, User Education,Apps,Sev2,Chat,MOBILE,New York,Relationship Management,US ,4,IC4,D006433
25254, User Education,Apps,Sev1,Chat,B0672,New York,Support Engineering,US ,31,IC3,D006433
71753, User Education,Apps,Sev2,Email,B0086,New York,Operations,US ,32,IC3,D006433
36001, User Education,Apps,Sev1,Chat,MOBILE,New York,Relationship Management,US ,231,MGR3,D006433
29763, User Education,Apps,Sev2,Email,B0370,New York,Inside Sales,US ,174,IC3,D006433
1440, User Education,Apps,Sev2,Email,B0370,New York,Business Operations,US ,107,IC2,D006433
69681, User Education,Apps,Sev2,Email,B0086,New York,Operations,US ,6,IC2,D019413
39230, User Education,Apps,Sev2,Email,B0370,New York,Inside Sales,US ,31,IC2,D006433
77237, User Education,Apps,Sev2,Email,B0672,New York,Relationship Management,US ,185,IC3,D006433
70377, User Education,Apps,Sev2,Email,B0370,New York,Business Operations,US ,107,IC2,D006433
25746, User Education,Apps,Sev2,Email,B0370,New York,Inside Sales,US ,66,IC3,D006433
62754, User Education,Apps,Sev2,Email,B0086,New York,Operations,US ,29,IC3,D006433
29290, User Education,Apps,Sev2,Email,B0370,New York,Inside Sales,US ,31,IC2,D006433
23208, User Education,Apps,Sev2,Email,B0370,New York,Business Operations,US ,155,MGR2,D006433
4777, User Education,Apps,Sev2,Email,B0086,New York,Operations,US ,31,IC3,D006433
58777, User Education,Apps,Sev2,Email,B0086,New York,Relationship Management,US ,16,IC3,D006433
38334, User Education,Apps,Sev2,Email,B0086,New York,Operations,US ,28,IC3,D006433
70267, User Education,Apps,Sev2,Email,B0370,New York,Finance,US ,159,IC3,D006433
7487, User Education,Apps,Sev3,Email,B0370,New York,Business Operations,US ,160,IC3,D006433
62018, User Education,Apps,Sev2,Email,B0370,New York,Inside Sales,US ,205,IC4,D006433
63852, User Education,Apps,Sev2,Email,B0370,New York,Inside Sales,US ,15,IC2,D006433
42098, User Education,Apps,Sev2,Email,HOME OFFICE,NEW YORK,Licensing,US ,167,IC4,D006433
60317, User Education,Apps,Sev1,Chat,B0517,New York,Business Operations,US ,15,IC3,D006433
19917, User Education,Apps,Sev3,Email,MOBILE,New York,Technology Strategy,US ,5,IC5,D006433
36722, User Education,Apps,Sev2,Email,B0086,New York,Operations,US ,29,IC3,D006433
46862, User Education,Help,Sev3,Email,MOBILE,New York,Licensing,US ,147,IC4,D006433
43243, User Education,Apps,Sev3,Email,B0370,New York,Inside Sales,US ,31,IC1,D006433
32025, User Education,Apps,Sev2,Email,B0370,New York,Finance,US ,154,IC3,D006433
29003, User Education,Apps,Sev2,Email,B0370,New York,Finance,US ,157,IC3,D006433
8107, User Education,Apps,Sev2,Email,MOBILE,New York,Account Management,US ,25,IC3,D006433
46688, User Education,Apps,Sev3,Email,B0370,New York,Licensing,US ,21,IC3,D006433
18143, User Education,Help,Sev3,Chat,MOBILE,New York,Support Delivery,US ,13,IC3,D006433
12973, User Education,Apps,Sev1,Chat,B0672,New York,Support Engineering,US ,180,IC4,D006433
4718, User Education,Apps,Sev2,Email,B0370,New York,Inside Sales,US ,30,IC3,D006433
7861, User Education,Apps,Sev3,Chat,B0086,New York,Relationship Management,US ,193,IC3,D006433
69022, User Education,Apps,Sev2,Email,B0370,New York,Business Operations,US ,165,IC2,D006433
74146, User Education,Apps,Sev2,Chat,B0370,New York,Business Operations,US ,28,IC3,D006433
30372, User Education,Apps,Sev2,Email,B0672,New York,Quality,US ,202,IC5,D006433
82939, User Education,Apps,Sev2,Email,B0086,New York,Operations,US ,12,IC2,D019413
20086, User Education,Apps,Sev3,Email,B0086,New York,Finance,US ,113,IC3,D006433
36074, User Education,Apps,Sev2,Email,B0086,New York,Account Management,US ,83,IC4,D019413
11437, User Education,Apps,Sev2,Email,B0370,New York,Inside Sales,US ,82,MGR2,D006433
35240, User Education,Apps,Sev2,Chat,B0672,New York,Support Engineering,US ,54,IC4,D006433
34153, User Education,Apps,Sev1,Chat,B0086,New York,Relationship Management,US ,202,IC3,D006433
47269, User Education,Apps,Sev2,Email,B0086,New York,Marketing,US ,202,IC4,D006433
81549, User Education,Apps,Sev2,Email,B0370,New York,Business Operations,US ,113,IC2,D006433
67932, User Education,Apps,Sev2,Email,B0086,New York,Operations,US ,30,IC3,D006433
16783, User Education,Apps,Sev2,Email,B0086,New York,Relationship Management,US ,79,IC3,D006433
28351, User Education,Apps,Sev2,Email,B0517,New York,Support Engineering,US ,153,MGR3,D006433
8101, User Education,Apps,Sev3,Email,B0370,New York,Inside Sales,US ,26,IC1,D006433
40596, User Education,Apps,Sev2,Email,B0086,New York,Relationship Management,US ,203,IC3,D006433
23247, User Education,Apps,Sev2,Email,B0086,New York,Operations,US ,34,IC3,D006433
44038, User Education,Apps,Sev2,Email,B0086,New York,Operations,US ,30,IC3,D006433
36395, User Education,Apps,Sev2,Email,B0086,New York,Marketing,US ,206,IC4,D006433
42505, User Education,Apps,Sev2,Email,B0370,New York,Sales,US ,191,MGR3,D006433
40525, User Education,Apps,Sev2,Email,B0086,New York,Relationship Management,US ,197,IC3,D006433
31370, User Education,Apps,Sev3,Email,B0086,New York,Account Management,US ,82,IC4,D019413
27513, User Education,Apps,Sev2,Email,B0370,New York,Business Operations,US ,162,IC3,D006433
57029, User Education,Apps,Sev2,Email,B0370,New York,Sales,US ,189,MGR3,D006433
48349, User Education,Apps,Sev3,Chat,MOBILE,New York,Relationship Management,US ,168,IC4,D006433
75788, User Education,Apps,Sev2,Chat,B0237,New york,Retail,US ,67,IC6,D006433
49040, User Education,Apps,Sev2,Email,B0370,New York,Inside Sales,US ,187,IC4,D006433
60878, User Education,Apps,Sev3,Phone,HOME OFFICE,New York,Content Publishing,US ,18,IC4,D006433
16629, User Education,Apps,Sev2,Email,MOBILE,Nizhniy Novgorod,Sales Leadership,RU ,27,IC4,D006874
11047, User Education,Apps,Sev3,Email,MOBILE,North Charleston,Account Management,US ,132,IC4,D006433
27670, User Education,Apps,Sev2,Chat,HOME OFFICE,Odessa,Relationship Management,US ,20,IC4,D006433
45821, User Education,Apps,Sev1,Chat,HOME OFFICE,OFallon,Relationship Management,US ,199,IC4,D006433
76809, User Education,Apps,Sev3,Email,MOBILE,Omaha,Licensing,US ,109,IC4,D006433
1109, User Education,Apps,Sev3,Email,MOBILE,Omaha,Licensing,US ,107,IC4,D006433
81209, User Education,Apps,Sev3,Email,MOBILE,Omaha,Licensing,US ,112,IC4,D006433
34913, User Education,Apps,Sev3,Email,MOBILE,Omaha,Licensing,US ,110,IC4,D006433
19094, User Education,Apps,Sev1,Chat,B0442,Orlando,Retail,US ,14,IC2,D006433
8754, User Education,Apps,Sev1,Phone,B0797,Osaka,Account Management,JP ,8,IC3,D001939
42530, User Education,Apps,Sev2,Email,B0499,Oslo-Lysaker,Account Management,NO ,21,IC4,D009472
81403, User Education,Apps,Sev2,Email,MOBILE,Oslo-Lysaker,Business Operations,NO ,130,IC5,D009472
32695, User Education,Apps,Sev2,Chat,B0499,Oslo-Lysaker,Relationship Management,NO ,40,IC4,D009472
62823, User Education,Apps,Sev2,Email,MOBILE,Oslo-Lysaker,Account Management,NO ,116,MGR4,D009472
81541, User Education,Apps,Sev2,Chat,MOBILE,Oslo-Lysaker,Relationship Management,NO ,31,IC5,D009472
708, User Education,Apps,Sev2,Email,B0499,Oslo-Lysaker,Sales Leadership,NO ,39,MGR4,D009472
23850, User Education,Apps,Sev1,Chat,MOBILE,Oslo-Lysaker,Relationship Management,NO ,23,IC3,D009472
60234, User Education,Apps,Sev3,Phone,MOBILE,Oslo-Lysaker,Solution Sales,NO ,13,IC5,D009472
31345, User Education,Apps,Sev2,Email,B0499,Oslo-Lysaker,Business Operations,NO ,122,IC4,D009472
35480, User Education,Apps,Sev2,Chat,MOBILE,Oslo-Lysaker,Relationship Management,NO ,83,IC4,D009472
15873, User Education,Apps,Sev2,Email,B0499,Oslo-Lysaker,Technology Strategy,NO ,132,IC4,D009472
46494, User Education,Apps,Sev3,Email,MOBILE,Oslo-Lysaker,Relationship Management,NO ,215,IC4,D009472
4157, User Education,Apps,Sev2,Chat,MOBILE,Oslo-Lysaker,Relationship Management,NO ,2,,D009472
77529, User Education,Apps,Sev1,Chat,MOBILE,Oslo-Lysaker,Technical Delivery,NO ,83,MGR2,D009472
204, User Education,Apps,Sev2,Email,MOBILE,Oslo-Lysaker,Relationship Management,NO ,30,IC2,D009472
31685, User Education,Apps,Sev2,Chat,MOBILE,Oslo-Lysaker,Relationship Management,NO ,39,IC4,D009472
30676, User Education,Apps,Sev3,Email,MOBILE,Oslo-Lysaker,Licensing,NO ,17,IC2,D009472
27675, User Education,Apps,Sev3,Chat,MOBILE,Oslo-Lysaker,Relationship Management,NO ,34,IC4,D009472
48582, User Education,Apps,Sev3,Email,MOBILE,Ottawa,Licensing,CA ,53,IC3,D008805
40486, User Education,Apps,Sev2,Chat,B0761,Ottawa,Technical Delivery,CA ,68,IC3,D008805
44752, User Education,Apps,Sev3,Email,MOBILE,Ottawa,Licensing,CA ,52,IC3,D008805
23506, User Education,Apps,Sev2,Email,B0804,Overland Park,Solution Sales,US ,193,IC5,D006433
32117, User Education,Apps,Sev2,Email,MOBILE,Overland Park,Sales Leadership,US ,18,MGR3,D006433
19929, User Education,Apps,Sev2,Phone,HOME OFFICE,Palm City,Business Operations,US ,174,IC5,D006433
9327, User Education,Apps,Sev2,Email,MOBILE,Palo alto,Technology Strategy,US ,179,IC4,D006433
11127, User Education,Apps,Sev1,Email,MOBILE,Panama City,Sales Leadership,PA ,232,MGR3,D002376
38525, User Education,Apps,Sev3,Email,HOME OFFICE,Papillion,Relationship Management,US ,14,IC3,D006433
56596, User Education,Apps,Sev2,Email,HOME OFFICE,Paramus,Relationship Management,US ,139,IC4,D006433
31272, User Education,Apps,Sev2,Email,HOME OFFICE,Pearland,Relationship Management,US ,79,IC4,D006433
1091, User Education,Apps,Sev1,Chat,HOME OFFICE,Peoria,Relationship Management,US ,53,IC4,D006433
35367, User Education,Apps,Sev1,Chat,HOME OFFICE,Peoria,Relationship Management,US ,58,IC4,D006433
7107, User Education,Apps,Sev3,Email,B0614,Perth,Relationship Management,AU ,86,IC5,D009170
5702, User Education,Apps,Sev1,Chat,MOBILE,Peschiera Borromeo,Relationship Management,IT ,23,IC3,D008747
37901, User Education,Apps,Sev1,Chat,HOME OFFICE,Phoenix,Relationship Management,US ,172,IC5,D006433
7319, User Education,Apps,Sev2,Chat,MOBILE,Pittsburgh,Solution Sales,US ,27,IC4,D006433
19984, User Education,Apps,Sev2,Email,B0161,Pittsburgh,Account Management,US ,16,IC3,D006433
4211, User Education,Apps,Sev1,Email,B0161,Pittsburgh,Solution Sales,US ,294,IC5,D006433
30441, User Education,Apps,Sev2,Email,HOME OFFICE,Plano,Licensing,US ,50,IC3,D006433
63554, User Education,Apps,Sev2,Email,B0526,Port Louis,Relationship Management,MU ,30,IC4,D010950
70089, User Education,Apps,Sev2,Phone,MOBILE,Port melbourne,Technical Delivery,AU ,8,IC5,D009170
71272, User Education,Apps,Sev1,Phone,MOBILE,Portland,Relationship Management,US ,7,IC3,D006433
63140, User Education,Apps,Sev3,Phone,HOME OFFICE,Portland,Relationship Management,US ,10,IC5,D006433
14641, User Education,Apps,Sev2,Email,HOME OFFICE,Portland,Program Management,US ,53,IC4,D006433
77450, User Education,Apps,Sev3,Chat,HOME OFFICE,Potomac,Relationship Management,US ,10,IC4,D006433
23105, User Education,Apps,Sev3,Chat,MOBILE,Prague,Relationship Management,CZ ,33,MGR3,D008013
79201, User Education,Apps,Sev2,Email,MOBILE,Prague,Finance,CZ ,19,IC4,D008013
76478, User Education,Apps,Sev1,Chat,MOBILE,Prague,Relationship Management,CZ ,36,IC2,D008013
52915, User Education,Apps,Sev2,Email,MOBILE,Prague,Program Management,CZ ,12,IC4,D008013
19051, User Education,Apps,Sev1,Chat,MOBILE,Prague,Support Engineering,CZ ,139,MGR3,D008013
9525, User Education,Apps,Sev1,Chat,MOBILE,Prague,Technical Delivery,CZ ,27,IC5,D008013
41975, User Education,Apps,Sev3,Email,MOBILE,Prague,Risk Management,CZ ,14,IC2,D008013
59898, User Education,Apps,Sev3,Email,MOBILE,Prague,Business Operations,CZ ,14,MGR2,D008013
46803, User Education,Apps,Sev2,Email,MOBILE,Prague,Relationship Management,CZ ,38,IC2,D008013
54873, User Education,Apps,Sev3,Chat,MOBILE,Prague,Relationship Management,CZ ,70,IC3,D008013
30716, User Education,Apps,Sev2,Email,MOBILE,Prague,Relationship Management,CZ ,64,IC3,D008013
16196, User Education,Apps,Sev1,Chat,MOBILE,Pune,Relationship Management,IN ,6,IC2,D013158
32402, User Education,Apps,Sev1,Chat,MOBILE,Quebec,Relationship Management,CA ,86,IC3,D008805
3550, User Education,Apps,Sev2,Chat,B0813,Quebec,Technical Delivery,CA ,44,IC3,D008805
48553, User Education,Apps,Sev1,Email,B0354,Quito,Sales Leadership,EC ,38,MGR4,D011139
29949, User Education,Apps,Sev1,Chat,MOBILE,Raanana,Relationship Management,IL ,91,IC5,D006908
15555, User Education,Apps,Sev3,Email,B0749,Raanana,Solution Sales,IL ,64,IC4,D006908
46069, User Education,Apps,Sev2,Email,MOBILE,Raanana,Account Management,IL ,109,IC4,D006908
61612, User Education,Apps,Sev2,Email,B0749,Raanana,Technology Solutions,IL ,14,IC4,D006908
208, User Education,Apps,Sev1,Chat,MOBILE,Raanana,Relationship Management,IL ,6,,D006908
43850, User Education,Apps,Sev1,Chat,MOBILE,Raanana,Relationship Management,IL ,112,IC4,D006908
17254, User Education,Apps,Sev2,Phone,B0749,Raanana,Account Management,IL ,45,IC4,D006908
17800, User Education,Apps,Sev3,Email,B0749,Raanana,Finance,IL ,10,IC4,D006908
74520, User Education,Apps,Sev2,Chat,MOBILE,Raanana,Relationship Management,IL ,40,IC3,D006908
69976, User Education,Apps,Sev2,Chat,HOME OFFICE,Rancho Santa Margarita,Technical Delivery,US ,72,MGR2,D006433
5315, User Education,Apps,Sev2,Phone,HOME OFFICE,Red Lion,Support Delivery,US ,66,IC4,D006433
75347, User Education,Apps,Sev1,Chat,HOME OFFICE,Redwood City,Relationship Management,US ,154,IC4,D006433
20323,,Apps,Sev2,Email,B0205,Reno,Operations,US ,214,IC3,D006433
10649, User Education,Apps,Sev3,Email,B0135,Reno,Operations,US ,53,IC3,D006433
36191, User Education,Help,Sev2,Email,B0205,Reno,Operations,US ,38,IC3,D006433
6078, User Education,Apps,Sev3,Chat,B0135,Reno,Operations,US ,69,IC4,D019413
77631, User Education,Apps,Sev2,Email,B0205,Reno,Supply Chain,US ,31,IC3,D006433
8964, User Education,Apps,Sev1,Chat,B0135,Reno,Operations,US ,12,IC3,D006433
82657, User Education,Apps,Sev2,Chat,B0205,Reno,Operations,US ,27,IC1,D006433
442, User Education,Apps,Sev2,Email,B0135,Reno,Operations,US ,20,IC2,D006433
22935, User Education,Apps,Sev2,Email,B0135,Reno,Operations,US ,23,IC2,D006433
44052, User Education,Apps,Sev3,Email,B0135,Reno,Operations,US ,78,IC3,D001840
70657, User Education,Apps,Sev3,Email,B0135,Reno,Operations,US ,31,IC3,D006433
44144, User Education,Apps,Sev3,Chat,B0135,Reno,Account Management,US ,31,IC4,D006433
8934, User Education,Apps,Sev3,Email,B0205,Reno,Operations,US ,37,IC3,D006433
63137, User Education,Apps,Sev2,Chat,MOBILE,Reno,Operations,US ,156,IC3,D006433
3703, User Education,Apps,Sev1,Chat,B0135,Reno,Operations,US ,51,IC2,D006433
29744, User Education,Apps,Sev2,Chat,B0205,Reno,Operations,US ,21,IC2,D006433
22212, User Education,Apps,Sev2,Email,B0135,Reno,Operations,US ,29,IC2,D006433
46296, User Education,Apps,Sev1,Chat,B0205,Reno,Operations,US ,47,IC1,D006433
27958, User Education,Apps,Sev3,Email,B0205,Reno,Operations,US ,41,IC3,D006433
17715, User Education,Apps,Sev2,Email,B0135,Reno,Operations,US ,35,IC3,D001840
32843, User Education,Apps,Sev3,Email,B0135,Reno,Operations,US ,30,IC3,D001840
50206, User Education,Apps,Sev2,Chat,B0205,Reno,Operations,US ,92,IC2,D006433
71943, User Education,Apps,Sev3,Email,B0135,Reno,Operations,US ,193,IC4,D019413
66289, User Education,Apps,Sev1,Chat,B0205,Reno,Operations,US ,91,IC2,D006433
55306, User Education,Apps,Sev1,Chat,B0205,Reno,Operations,US ,163,IC2,D006433
32101, User Education,Apps,Sev2,Email,B0205,Reno,Operations,US ,98,IC3,D006433
70634, User Education,Apps,Sev3,Email,B0135,Reno,Operations,US ,64,IC4,D006433
41925, User Education,Apps,Sev2,Email,B0205,Reno,Operations,US ,48,IC3,D006433
38103, User Education,Apps,Sev3,Email,B0135,Reno,Operations,US ,84,IC3,D001840
82687, User Education,Apps,Sev1,Chat,B0135,Reno,Operations,US ,23,IC2,D006433
76604, User Education,Apps,Sev3,Email,B0135,Reno,Operations,US ,118,IC4,D006433
10905, User Education,Apps,Sev2,Email,B0135,Reno,Operations,US ,63,IC4,D006433
72460, User Education,Apps,Sev3,Email,B0135,Reno,Operations,US ,192,IC4,D019413
3030, User Education,Apps,Sev1,Chat,HOME OFFICE,Renton,Technical Delivery,US ,5,IC3,D006433
50395, User Education,Apps,Sev3,Chat,MOBILE,Reston,Support Delivery,US ,50,IC4,D006433
56217, User Education,Apps,Sev1,Email,B0428,Reston,Solution Sales,US ,18,IC4,D006433
21156, User Education,Apps,Sev1,Chat,MOBILE,Reston,Technical Delivery,US ,166,MGR4,D006433
50645, User Education,Apps,Sev2,Email,MOBILE,Reston,Relationship Management,US ,37,IC4,D006433
65884, User Education,Apps,Sev2,Phone,MOBILE,Reston,Relationship Management,US ,96,IC4,D006433
30358, User Education,Apps,Sev1,Chat,MOBILE,Reston,Technical Delivery,US ,36,IC4,D006433
39219, User Education,Apps,Sev1,Chat,MOBILE,Reston,Technical Delivery,US ,116,IC4,D006433
31491, User Education,Apps,Sev2,Email,MOBILE,Reston,Relationship Management,US ,30,IC4,D006433
12020, User Education,Help,Sev3,Phone,B0428,Reston,Sales Excellence,US ,12,IC4,D006433
67838, User Education,Apps,Sev2,Phone,MOBILE,Reston,Technical Delivery,US ,75,IC4,D006433
72036, User Education,Apps,Sev2,Chat,MOBILE,Reston,Support Delivery,US ,25,IC4,D006433
14667, User Education,Apps,Sev2,Email,MOBILE,Reston,Relationship Management,US ,26,IC4,D006433
20268, User Education,Apps,Sev1,Chat,HOME OFFICE,Reston,Relationship Management,US ,15,IC4,D006433
51994, User Education,Apps,Sev3,Chat,B0428,Reston,Service Engineering,US ,50,MGR3,D006433
7757, User Education,Apps,Sev3,Email,B0428,Reston,Licensing,US ,45,IC4,D006433
39217, User Education,Help,Sev2,Email,B0428,Reston,Licensing,US ,44,IC4,D006433
40347, User Education,Apps,Sev3,Chat,MOBILE,Reston,Technical Delivery,US ,29,IC4,D006433
9957, User Education,Apps,Sev1,Chat,MOBILE,Reston,Relationship Management,US ,40,IC4,D006433
